"","course_ids","created","id","professor_ids","review_text","workload_text","department_ids","name","number"
"11","234","Tue, 17 Dec 2013 22:51:31 GMT","28887","2941","CS Theory as taught by Yannakakis is a good class -- it achieves everything you basically expect a class to, though it isn't outstanding in any particular regard. 

For almost the entire semester Yannakakis follows the textbook (""Introduction to Automata Theory, Languages, and Computation""), and it pays to read the text ahead of time. The book is light on theory and heavy on examples, and you could probably get away with not going to class for the first 10 weeks or so until Turing Machine reductions start to be explained, because the book's explanations until then are always thorough enough. Lecture clarifies and sometimes expands a bit on the book, but not in any fundamental way, e.g. there might be a slower and a faster way to implement a given algorithm, and the book gives the slower one while Yannakakis will show the faster one in class. Once you get into Turing Machines, going to lecture is pretty important. The book sucks on reductions.

As a lecturer Yannakakis isn't exciting (it didn't help that this semester's room was poorly lit and had amphitheater style seating -- quite conducive to dozing off) but he is usually quite effective at going through examples clearly. He's been doing this for long enough to know which points people get confused about, and he makes sure to hammer those home. The only times I was truly lost in class were on a handful of particularly weird proofs that he demonstrated purely to make a point; they never came up on homework or exams.

Yannakakis is (as those of you who've Googled him will know), a pretty big name in the field with a prize or two to his name. There aren't many opportunities in CS Theory for him to show off his brilliance, but he is clearly in total command of the material in a way that not all professors always are. He virtually never makes mistakes on the blackboard (he's usually working from his lecture slides, which are excellent and available on CourseWorks), and will occasionally respond to a seemingly narrow question by tying it to much broader questions and answering those, too.","1 midterm, 1 final, 30% each. 6 homeworks, 40%, partly written, partly through an online service called Gradiance. The grading was usually pretty fair. One TA graded all problem 1's, a different one graded all problem 2's, etc.

The midterm and final are both pretty manageable if you go over the lecture slides and homework. No proofs, though there are occasionally slightly sneaky questions. Just know your conversion algorithms (e.g. regular expression to epsilon NFA) and their runtimes, as well as your language closure properties (and constructions for those properties) and you'll be about 90% ready.

The homework is 2-3 hours work each if you do the reading first, and Gradiance is perhaps half an hour. Gradiance allows unlimited retakes, which is pretty neat, though you have to wait 10 minutes between attempts. If you have a lot of time to burn, you can just retake Gradiance often enough to solve all the questions by process of elimination (there's a fairly small pool of answers, so after about 90 minutes you've seen them all).","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"12","234","Tue, 24 Dec 2013 14:51:17 GMT","28958","2941","Computer science theory with Professor Yannakakis is a pretty good class; definitely one of the better classes Ive taken in the computer science department.  There was nothing exceptional about it, but the fact that there was nothing strikingly wrong with it puts it well ahead of most other CS classes Ive taken. 

The professor wrote excellent lecture notes which he posted online, and followed them closely during lectures.  He also handled questions from the class very well, and it was clear that no question ever came close to phasing him.  His progression through the material was both organized and logical.  If I had any criticism, it would be that we went rather slowly through details of proofs and constructions that didnt seem very fundamental to the course, and we couldve gone through a bit more material if some of this was streamlined.  

The assignments for the course were very reasonable in scope and they did a good job enforcing the important points for each topic.  It seemed that he actually chose the problems based on what he covered in lecture and thought was important.  They were assigned and due every 2 weeks, and each consisted of four problems of varying difficulty.  Solutions to these were posted after they were handed in, and graded problem sets were returned a week after completion.

The exam were also pretty fair.  Some problems were more difficult than others, but nothing too ridiculous.  Both exams were during the 75 minute class period, so the scope of the problems was not very large.  The median on the midterm was 73 and the median on the final was 63.  ","40% Problem Sets, of which there were 6
30% Midterm - median 73 standard derivation 15
30% Final - median 63 standard derivation 15","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"13","234","Tue, 15 May 2007 00:00:00 GMT","19954","1621","Hell if I know. I never went.

The website says ""CS Theory is the last course required of all CS undergrads"", but it should probably be more like ""CS theory is the last course of the day, don't bother."" The topics mostly overlap with other courses (data structures) -- if you stay at home and read up on regexps and such, you'll be completely fine. The homeworks are basically perfect reflections of what you're accountable for, so if you can do them you're set.

I'm not really complaining about Tal, she's pretty OK. At the end of the day, it's just another CS course repeating the same damn curriculum.","Ten homeworks (good for maybe an hour of work each, if you do the reading). Midterm and final with cheat sheets. Overall, pretty light.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"14","234","Thu, 07 Aug 2003 00:00:00 GMT","6180","1621","Prof. Malkin is one of the is the best professors I have had in the CS department.  She's brilliant, but can explain topics clearly and doesn't make you feel like a moron.

Go to class because the homework and test questions are based on her lectures.  She's very friendly and approachable.  However, don't even try to BS her.  She will not give out last minute extensions (unless you have an emergency) and collects homework at the beginning of class or it's considered late.

Take the time and do the problem sets yourself.  This is one of those classes where you cannot cram the night before the test and expect to do well.  You have to really understand the concepts.","Problem set every week, reasonable midterm and final.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"15","234","Tue, 23 Dec 2014 20:07:04 GMT","76278","1891","Very underwhelming class. I chose to take CS Theory with Aho due to his fame...in hindsight, this was a bad decision for me. I'm sure there are other people who feel differently, but this was my experience:

Lectures- Aho seems to think that the material is a lot easier than it actually is, often failing to adequately explain simpler concepts in favor of complex proofs, etc. that never appeared on homeworks or exams. This is probably due to the fact that he pretty much invented a lot of it; however, for most of us, this was our first experience with theoretical computer science.

Aho also just plainly isn't an engaging lecturer. Listening to him lecture is a lot like listening to your great-uncle drone on about the Great Buckwheat Shortage of '68 (if your great-uncle is a great storyteller, then ignore this). Occasionally, Aho will talk about having dinner with Stephen Wolfram or working with Kernighan and Ritchie at Bell Labs, which is always cool but doesn't necessarily make the class worth taking.

Homeworks- hard, but doable. There were five problems per problem set. They were problems that you had to do out and solve, which turned out to be useless because:

Exams- both the midterm and final were 10 true/false questions (with brief explanation). I just don't understand how ten true/false questions can adequately assess your knowledge of CS Theory. For the midterm, I studied all the algorithms and the workings of automata, but I did poorly on the exam (far below average). Many of the T/F questions were tricky (average was a 45, std. dev. of 22).

For the final, I didn't bother to learn how to solve any problems or do any proofs, because I knew they weren't going to be on the exam. Didn't really know much about Turing Machines. Bad mindset, I know, but I just studied the general concepts and did much better than the class average (which was a 75).

In conclusion- my recommendation? Take this class with someone else. I was not impressed...I'm not trying to be disrespectful towards Aho, but he is a professor that should be known for his accomplishments, not his teaching ability. Apparently he got a Great Teacher Award from Columbia at some point, but I feel like that has a lot to do with his legacy. I dunno, someone might come along and say something different, but I found the class dull and uninspirational.","5 problem sets, drop 1: Hard but doable. Problems never showed up on exams.
Midterm: 10 true/false questions. Mean of 45, std. dev. of 22. Tricky questions.
Final: 10 true/false questions. Mean of 75, std. dev. unknown. Much easier than midterm.

Average weighted overall score was 67.3. Average letter grade was a B+.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"16","234","Tue, 21 Apr 2009 20:04:22 GMT","22589","1891","Overall: A really great class.

Let's start with the bad: the lectures were not 100% terrific... so I tended to skip lecture sometimes and when I attended I sometimes didn't pay much attention. It's not that he isn't brilliant (he is... for heaven sake's he is the ""a"" is ""awk""), it's just that he has trouble teaching to a class.

Now for the good: His office hours are golden. I cannot stress this enough. If you go into his office hours not understanding something, you'll come out of it completely and utterly understanding the subject; end of story. He is TERRIFIC 1 on 1. The homeworks are incredibly hard, so I recommend checking in during his office hours to double-check your work (or ask for pointers -- no puns intended) before submitting.

The other: As I said, his homeworks are incredibly hard (think Discrete math, but far, far more difficult). One of the last problems he gave us included a proof that HE had made in 1993 or some such proving that the way that perl handled regular expression recognition was NP-complete (when he first proposed this... no one believed him until he proved it). There was no way I could have solved this problem without going to office hours. But moreover, with the possible exception of the aforementioned problem, his assignments, while hard, are pretty fun. I don't mean you'll think they are entertaining, but they are well structured, so they are informative, and if you end up understanding the problem, it really helps you get a comprehensive understanding of the material (which is great). He also gives out practice exams that are incredibly useful. Grading is decently quick and fair.

This class is required for CS majors, so you have to take it, but if you have an option of taking it with or without Aho, take it with.","1 midterm, 1 final, 6 homework assignments (approx 4-10 hours of work each).","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"17","234","Wed, 22 Dec 2010 02:14:05 GMT","25082","1891","I looked forward to this class every day---it's probably one of the best courses I've ever taken. Aho is certainly not for everyone: he's a little dry and very odd, but he clearly cares deeply about the material, and does a good job explaining it. 

He's a minor god in  computer science---his portrait is on the wall at the Google offices downtown---and this class is worth taking for that reason if no other; he's also shameless about reminding you of his associations with major gods of computer science, in particular his friend Don (Knuth, that is). If, like me, you enjoyed Gross's digressions, you'll probably also enjoy accounts of evenings spent (no joke) playing violin concertos with the author of ""The Art of Computer Programming.""

You, like Aho, should care deeply about the material. This is a class about the fundamental questions of computer science---how problems can be described, how they relate to each other, how they are solved, and at the most basic level, what it means to compute. If all you want to do is write Java programs to fit a spec, you shouldn't have bothered with college: the whole point of studying computer science at an institution like this one is to learn how to answer questions like the ones Aho asks, and, you know, do something interesting with your life.

In summary, I had a blast; if you like oddball teachers and hard problems you will too.","Minimal. Five problem sets, four of which took a few hours and one of which caused me to spend an entire weekend staring at a blank sheet of paper (technically an empty LaTeX document, but who's counting?). Easy midterm, easy final.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"18","234","Tue, 17 Apr 2007 00:00:00 GMT","19709","1621","Prof Malkin is very approachable and is definitely on your side - but she won't go find you, you have to send her e-mails and especially go to her office hours. Her lectures are thorough and cover the book material pretty strictly, but I think she'd be more helpful if she spent a little more time structuring the material, saying ""You are here"" in the grand scheme of Computation and it's Proofs. Indeed, I think a map could be drawn of the proofs and their relationship to one another - this would help a lot in understanding the dependencies of proofs upon each other.

Whatever you do READ AHEAD OF THE LECTURE. This stuff is nearly impossible to simply hear and absorb in clas, so having thought about the concepts beforehand will make all the difference in the world. Hell, you might even enjoy it.
","Not too bad - homeworks don't count for much - but the tests are really based on the homeworks, so if you skip those, you'll be screwed come mid-terms/finals.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"19","234","Mon, 31 Dec 2007 00:00:00 GMT","20725","1621","Potentially a very dry topic, but Prof. Malkin was able to make it interesting. Mostly because she seems to believe a great deal in class participation, and engaged students in every derivation.

Overall, I'd rate her highly.","~1 hw per week. 1 midterm, 1 final. Not too bad.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"20","234","Fri, 23 Dec 2011 03:46:09 GMT","26695","1891","Aho was possibly the best CS professor I've had at Columbia... and I've had some pretty good other professors before. 

The book (HMU, Automata Theory, Languages, and Computation) is a bit dense. Luckily, his class notes (posted on his website) are a very condensed, very readable summary. They don't cover everything, though, so you'll have to fill the rest in yourself.

Aho is a very clear and straightforward lecturer. No matter what question you ask, he's able to answer it without hardly having to stop to think - almost robotic (in a good way). Few mistakes, doesn't skip a beat. And a good sense of humor to boot.

The midterm and final were straightforward - the problems were difficult, but short (either you knew the answer and could justify it, or you couldn't). No need to memorize tons of proof details when studying, as long as you understood the process and the underlying concepts. Be warned, though, there was at least one trick(y) question on each exam, so you really need to know the material well!

I'm glad I took this class, as it gave me an appreciation for theoretical computer science (particularly lambda calculus) that I never had. It wasn't the most back-breaking CS class I've taken, but it's definitely one that you'll want to dedicate some time to, partly because the material is dense and abstract, and partly because Aho is just an all-around awesome dude.","Four homework assignments. Moderately difficult, though very doable if you start early, work carefully, and ask TAs for help if you need it. Midterm and final were both fair, but there were a few tricky questions on each. Grading seemed fair - a bit on the generous side, but hard to tell.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"21","234","Wed, 14 May 2003 00:00:00 GMT","5653","1621","Great professor who really, really knows her stuff. Lectures well and does not use slides (as Grunschlag does) so going to class is important. Friendly and helpful during office hours. Funny and very likable! Subject material itself is very interesting and creative, but can also confuse and/or frustrate (especially people who are not very mathematical) because it is all proofs and the problems are extremely interrelated and similar. Reading ahead a bit before lecture would definitely help tremendously.","About 10 problem sets, midterm, final. Quite manageable.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"22","234","Tue, 24 Dec 2013 13:17:41 GMT","28955","2941","This was an OK class. CS Theory with Yannakakis is neither good nor bad. The subject itself is very interesting. It's just the presentation of the material by Yannakakis and the textbook (HMU) that is lacking.

Yannakakis is no doubt a brilliant man, but he's a mediocre teacher. He puts up slides of lecture notes on Courseworks and teaches directly off of them in class. This led to maybe 30 out of 87 students actually attending the class.

The textbook often has convoluted proofs and too few examples. It's the defacto textbook for automate theory, but I think it could be improved. Sipser is another book which has slightly better explanations.

Yannakakis teaches concepts in a reasonable manner given the dense material. Most people didn't attend class and just studied from the slides and textbook. His explanations are not much better than the textbook and you can learn everything from his slides.

My advice is to make sure you are up to speed with what's being covered in class. The material can be dense and hard to follow, so try not to get lost because it will lead to a disaster when exams come around.

Problem sets (40% of grade) generally have 1 or 2 easy questions and the rest are hard. It is advisable to check your work with classmates since homework counts for 40% of your grade and you shouldn't lose too many points on it.

Don't worry too much if you don't completely understand some complicated proofs (eg- NFA to Regex, PDA to CFG conversions). If you know the method that it proves, you'll be fine for exams. He never asked to prove something in an exam. Questions were along the lines of design a DFA, CFG, Turing machine, algorithm, do a reduction, etc. Some of them can be tricky.

The midterm (30%) and final (30%) consisted of 6 and 5 questions respectively and were both in class. They were manageable, but kind of hard since we got so little practice solving problems. The course is mostly theory with few examples and 4 problems per homework don't really prepare you for the tests. Make sure to study all the lecture slides and problem sets for exams. Read the textbook whenever you get confused by the lecture slides.

Grading is fair. TAs grade both problem sets and exams. Final letter grades were also very reasonable.

I wouldn't avoid Yannakakis, but neither would I recommend taking this class if someone better (like Aho or Malkin) were teaching it the next semester.","6 problem sets (4-5 questions + 3 online questions via Gradiance) (lowest dropped)
1 midterm (medium - hard)
1 final (hard)
","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
"23","234","Thu, 23 Dec 2010 17:43:13 GMT","25153","1891","Aho is a really really nice Professor. The problem is that he is too smart for his own good. Sometimes it's difficult to understand what he's trying to convey in class until you get to the problem sets and have to work through them. For the most part he tested exactly what he had taught and was very fair about it.

The real difficulty in this class is getting the material. Some people just understand it. Some don't. It's very much like Discrete Math where you are waiting for that ah-ha moment to arrive and suddenly connect the dots and for everything to make sense. Sadly that never came for me.

His stories are pretty funny and they make you realize how cool the CS dept is for having someone like Aho on staff. This is really a hit-or-miss class but I would say take it with Aho if you can.

In retrospect here's how I would have studied for this class if I could go back:
Review your notes after every lecture and then make new notes. Try and see the differences between the various terms (ie: deterministic and non-deterministic, Recursive vs RE). Make sure you understand the theory stuff. Read the book BEFORE the lecture so you have a basic idea of what you're about to do. Do every homework over again before the exams. ","5 problems sets. 1 was really hard and the rest were decent (or at least on-par with what you expect from a CS class).
The midterm was fair. The final had some tricky theory questions which I'm sure tripped people up.","7","Computer Science Theory: Computability - Models - Computation","COMS W3261"
